0.1411927416	0.6132493802
0.1462032708	0.7002404517
0.1737414014	0.8713875645
0.2060793548	1.0168024019
0.2317497124	1.1277866312
0.2804352080	1.3546164547
0.3889120654	1.1558132229
0.4346305069	1.0454612621
0.5041218393	0.9095645785
0.5585729024	0.8125277047
0.6265904342	0.7249919632
0.6828878221	0.6536380086
0.7498635226	0.5788921532
0.8294969887	0.5101478891
0.9111020803	0.4483207218
0.9654240547	0.4058273890
1.0228592376	0.3706984849
1.1106373699	0.3279500427
1.1734690884	0.2978786434
1.2260203538	0.2754055760
1.3013841171	0.2468615609
1.3854522016	0.2222440091
1.4624545550	0.1992998774
1.5404287431	0.1813685393
1.6056297334	0.1637290270
1.6617157857	0.1524820841
1.7417125815	0.1395093980
1.8231012979	0.1234365479
1.9147431405	0.1107348750
1.9982978279	0.0997593213
2.0658012743	0.0922691205
2.1407345086	0.0833765340
2.2092569264	0.0764472366
2.2849404330	0.0695706135
2.3583046475	0.0643187470
2.4329511023	0.0584332277
2.5122294997	0.0533424596
2.6206143864	0.0461596701
2.7202710534	0.0408292161
2.8005925106	0.0368277082
2.8772371828	0.0336021230
2.9633363121	0.0302693813
3.0494265242	0.0273475218
3.1355242663	0.0246464029
3.2216176490	0.0222440425
3.3026529629	0.0201557387
3.3836936271	0.0182312800
3.4697891895	0.0164423932
3.5609370740	0.0147982860
3.6520881290	0.0133046527
3.7432486957	0.0119242998
3.8344045066	0.0107039389
3.9255603175	0.0096084727
4.0116548891	0.0086685046
4.0977530276	0.0078112937
4.1838513642	0.0070383905
4.2699504935	0.0063403055
4.3560531897	0.0057047415
4.4370956374	0.0051570209
4.5181256010	0.0046811274
4.5991733991	0.0042242227
4.6802176302	0.0038164028
4.7612672117	0.0034418746
4.8423203602	0.0031004507
4.9233752921	0.0027912523
4.9993641155	0.0025295896
5.0753610919	0.0022862986
5.1564249411	0.0020522469
5.2374941406	0.0018389068
5.3185651235	0.0016467751
5.3945710172	0.0014840193
5.4655094776	0.0013468255
5.5364699509	0.0012134706
5.6074296089	0.0010936139
5.6783994581	0.0009822875
5.7493794984	0.0008793325
5.8152833241	0.0007950460
5.8812048145	0.0007146617
5.9471422710	0.0006390300
6.0080103069	0.0005758286
6.0688926105	0.0005164414
6.1297772921	0.0004628158
6.1855979204	0.0004172320
6.2363773238	0.0003755420
6.2871481665	0.0003389737
6.3379589587	0.0003019602
6.3837087889	0.0002703167
6.4244012242	0.0002428982
6.4651293285	0.0002157075
6.5058824011	0.0001899892
6.5398987009	0.0001678200
6.5682225224	0.0001469544
6.5968743722	0.0001290390
6.6133829573	0.0001145402
